condition_id,catalyst,loading_g_L,pH,irradiance_mW_cm2,scavenger,replicate,time_min,C_over_C0,absorbance_664nm
C036,TiO2,0.75,8.5,105,none,1,90,0.31568,0.33262
C036,TiO2,0.75,8.5,105,none,1,120,0.23989,0.25127
C036,TiO2,0.75,8.5,105,none,2,0,1.0101,1.05748
C036,TiO2,0.75,8.5,105,none,2,5,0.9221,0.97415
C036,TiO2,0.75,8.5,105,none,2,10,0.87526,0.91205
C036,TiO2,0.75,8.5,105,none,2,20,0.79799,0.8245
C036,TiO2,0.75,8.5,105,none,2,30,0.6536,0.68389
C036,TiO2,0.75,8.5,105,none,2,45,0.55812,0.58889
C036,TiO2,0.75,8.5,105,none,2,60,0.45415,0.46883
C036,TiO2,0.75,8.5,105,none,2,90,0.3497,0.37347
C036,TiO2,0.75,8.5,105,none,2,120,0.19072,0.18974
C036,TiO2,0.75,8.5,105,none,3,0,1.02176,1.08701
C036,TiO2,0.75,8.5,105,none,3,5,0.91,0.94592
C036,TiO2,0.75,8.5,105,none,3,10,0.91588,0.95636
C036,TiO2,0.75,8.5,105,none,3,20,0.74352,0.78117
C036,TiO2,0.75,8.5,105,none,3,30,0.68949,0.71975
C036,TiO2,0.75,8.5,105,none,3,45,0.60194,0.63491
C036,TiO2,0.75,8.5,105,none,3,60,0.45388,0.47498
C036,TiO2,0.75,8.5,105,none,3,90,0.33919,0.36199
C036,TiO2,0.75,8.5,105,none,3,120,0.22104,0.23964
C037,TiO2,1.0,4.0,55,none,1,0,0.99899,1.04524
C037,TiO2,1.0,4.0,55,none,1,5,0.97928,1.03922
C037,TiO2,1.0,4.0,55,none,1,10,0.93223,0.96962
C037,TiO2,1.0,4.0,55,none,1,20,0.81924,0.86076
C037,TiO2,1.0,4.0,55,none,1,30,0.72701,0.76263
C037,TiO2,1.0,4.0,55,none,1,45,0.65058,0.69167
C037,TiO2,1.0,4.0,55,none,1,60,0.56141,0.58327
C037,TiO2,1.0,4.0,55,none,1,90,0.39683,0.40999
C037,TiO2,1.0,4.0,55,none,1,120,0.30282,0.3157
C037,TiO2,1.0,4.0,55,none,2,0,1.05474,1.10834
C037,TiO2,1.0,4.0,55,none,2,5,1.0068,1.04988
C037,TiO2,1.0,4.0,55,none,2,10,0.92422,0.9658
C037,TiO2,1.0,4.0,55,none,2,20,0.8572,0.90414
C037,TiO2,1.0,4.0,55,none,2,30,0.78059,0.81912
C037,TiO2,1.0,4.0,55,none,2,45,0.65935,0.70305
C037,TiO2,1.0,4.0,55,none,2,60,0.60898,0.63154
C037,TiO2,1.0,4.0,55,none,2,90,0.37177,0.39408
C037,TiO2,1.0,4.0,55,none,2,120,0.30779,0.33169
C037,TiO2,1.0,4.0,55,none,3,0,1.01045,1.07176
C037,TiO2,1.0,4.0,55,none,3,5,1.00062,1.05446
C037,TiO2,1.0,4.0,55,none,3,10,0.94596,0.98856
C037,TiO2,1.0,4.0,55,none,3,20,0.83455,0.87463
C037,TiO2,1.0,4.0,55,none,3,30,0.77313,0.80822
C037,TiO2,1.0,4.0,55,none,3,45,0.65442,0.68862
C037,TiO2,1.0,4.0,55,none,3,60,0.56041,0.57909
C037,TiO2,1.0,4.0,55,none,3,90,0.43815,0.44786
C037,TiO2,1.0,4.0,55,none,3,120,0.33257,0.36114
C038,TiO2,1.0,4.0,80,none,1,0,1.01797,1.0783
C038,TiO2,1.0,4.0,80,none,1,5,0.96664,1.00922
C038,TiO2,1.0,4.0,80,none,1,10,0.88149,0.92416
C038,TiO2,1.0,4.0,80,none,1,20,0.80688,0.84519
C038,TiO2,1.0,4.0,80,none,1,30,0.70262,0.73211
C038,TiO2,1.0,4.0,80,none,1,45,0.59943,0.63223
C038,TiO2,1.0,4.0,80,none,1,60,0.51426,0.53865
C038,TiO2,1.0,4.0,80,none,1,90,0.3841,0.40354
C038,TiO2,1.0,4.0,80,none,1,120,0.29893,0.30144
C038,TiO2,1.0,4.0,80,none,2,0,1.0064,1.05365
C038,TiO2,1.0,4.0,80,none,2,5,0.92954,0.96014
C038,TiO2,1.0,4.0,80,none,2,10,0.88874,0.92647
C038,TiO2,1.0,4.0,80,none,2,20,0.82541,0.85578
C038,TiO2,1.0,4.0,80,none,2,30,0.70878,0.74691
C038,TiO2,1.0,4.0,80,none,2,45,0.61043,0.64117
C038,TiO2,1.0,4.0,80,none,2,60,0.52924,0.55376
C038,TiO2,1.0,4.0,80,none,2,90,0.35243,0.36082
C038,TiO2,1.0,4.0,80,none,2,120,0.25487,0.27019
C038,TiO2,1.0,4.0,80,none,3,0,0.99261,1.04451
C038,TiO2,1.0,4.0,80,none,3,5,0.94237,0.9973
C038,TiO2,1.0,4.0,80,none,3,10,0.90756,0.95243
C038,TiO2,1.0,4.0,80,none,3,20,0.81222,0.86277
C038,TiO2,1.0,4.0,80,none,3,30,0.73107,0.7652
C038,TiO2,1.0,4.0,80,none,3,45,0.61271,0.63188
C038,TiO2,1.0,4.0,80,none,3,60,0.48106,0.51958
C038,TiO2,1.0,4.0,80,none,3,90,0.35378,0.38404
C038,TiO2,1.0,4.0,80,none,3,120,0.27532,0.28597
C039,TiO2,1.0,4.0,105,none,1,0,1.02469,1.07901
C039,TiO2,1.0,4.0,105,none,1,5,0.96135,1.00564
C039,TiO2,1.0,4.0,105,none,1,10,0.92158,0.97356
C039,TiO2,1.0,4.0,105,none,1,20,0.80363,0.84729
C039,TiO2,1.0,4.0,105,none,1,30,0.7162,0.74021
C039,TiO2,1.0,4.0,105,none,1,45,0.5926,0.62361
C039,TiO2,1.0,4.0,105,none,1,60,0.50106,0.53358
C039,TiO2,1.0,4.0,105,none,1,90,0.31885,0.33423
C039,TiO2,1.0,4.0,105,none,1,120,0.20659,0.2179
C039,TiO2,1.0,4.0,105,none,2,0,1.00205,1.052
C039,TiO2,1.0,4.0,105,none,2,5,0.96327,1.00852
C039,TiO2,1.0,4.0,105,none,2,10,0.88282,0.92863
C039,TiO2,1.0,4.0,105,none,2,20,0.7766,0.8335
C039,TiO2,1.0,4.0,105,none,2,30,0.69533,0.7316
C039,TiO2,1.0,4.0,105,none,2,45,0.63288,0.65653
C039,TiO2,1.0,4.0,105,none,2,60,0.51,0.53231
C039,TiO2,1.0,4.0,105,none,2,90,0.36892,0.39624
C039,TiO2,1.0,4.0,105,none,2,120,0.22531,0.23198
C039,TiO2,1.0,4.0,105,none,3,0,1.0031,1.04355
C039,TiO2,1.0,4.0,105,none,3,5,0.93723,0.9784
C039,TiO2,1.0,4.0,105,none,3,10,0.88564,0.93457
C039,TiO2,1.0,4.0,105,none,3,20,0.77464,0.81575
C039,TiO2,1.0,4.0,105,none,3,30,0.68953,0.72788
C039,TiO2,1.0,4.0,105,none,3,45,0.57666,0.60307
C039,TiO2,1.0,4.0,105,none,3,60,0.46136,0.49542
C039,TiO2,1.0,4.0,105,none,3,90,0.35463,0.3764
C039,TiO2,1.0,4.0,105,none,3,120,0.24014,0.24625
C040,TiO2,1.0,5.5,55,none,1,0,1.02229,1.08391
C040,TiO2,1.0,5.5,55,none,1,5,0.97676,1.0129
C040,TiO2,1.0,5.5,55,none,1,10,0.90793,0.95098
C040,TiO2,1.0,5.5,55,none,1,20,0.82081,0.85521
C040,TiO2,1.0,5.5,55,none,1,30,0.7082,0.74742
C040,TiO2,1.0,5.5,55,none,1,45,0.59758,0.61957
C040,TiO2,1.0,5.5,55,none,1,60,0.51122,0.53698
C040,TiO2,1.0,5.5,55,none,1,90,0.38269,0.39722
C040,TiO2,1.0,5.5,55,none,1,120,0.25686,0.28405
C040,TiO2,1.0,5.5,55,none,2,0,1.00373,1.03469
C040,TiO2,1.0,5.5,55,none,2,5,0.93064,0.97734
C040,TiO2,1.0,5.5,55,none,2,10,0.88271,0.92158
C040,TiO2,1.0,5.5,55,none,2,20,0.80113,0.84345
C040,TiO2,1.0,5.5,55,none,2,30,0.72271,0.76073
C040,TiO2,1.0,5.5,55,none,2,45,0.60587,0.63684
C040,TiO2,1.0,5.5,55,none,2,60,0.51624,0.53871
C040,TiO2,1.0,5.5,55,none,2,90,0.34826,0.37867
C040,TiO2,1.0,5.5,55,none,2,120,0.24657,0.26183
C040,TiO2,1.0,5.5,55,none,3,0,1.00796,1.05763
C040,TiO2,1.0,5.5,55,none,3,5,0.95358,1.00925
C040,TiO2,1.0,5.5,55,none,3,10,0.87928,0.9315
C040,TiO2,1.0,5.5,55,none,3,20,0.81365,0.84927
C040,TiO2,1.0,5.5,55,none,3,30,0.72309,0.76081
C040,TiO2,1.0,5.5,55,none,3,45,0.59263,0.62481
C040,TiO2,1.0,5.5,55,none,3,60,0.53989,0.57457
C040,TiO2,1.0,5.5,55,none,3,90,0.35966,0.37081
C040,TiO2,1.0,5.5,55,none,3,120,0.23909,0.25366
C041,TiO2,1.0,5.5,80,none,1,0,1.02343,1.07519
C041,TiO2,1.0,5.5,80,none,1,5,0.95509,1.00972
C041,TiO2,1.0,5.5,80,none,1,10,0.89777,0.94805
C041,TiO2,1.0,5.5,80,none,1,20,0.73715,0.77161
C041,TiO2,1.0,5.5,80,none,1,30,0.69125,0.73386
C041,TiO2,1.0,5.5,80,none,1,45,0.56479,0.58019
C041,TiO2,1.0,5.5,80,none,1,60,0.45922,0.48425
C041,TiO2,1.0,5.5,80,none,1,90,0.31221,0.33793
C041,TiO2,1.0,5.5,80,none,1,120,0.22468,0.2311
C041,TiO2,1.0,5.5,80,none,2,0,1.00642,1.0602
C041,TiO2,1.0,5.5,80,none,2,5,0.94275,0.98786
C041,TiO2,1.0,5.5,80,none,2,10,0.89412,0.93555
C041,TiO2,1.0,5.5,80,none,2,20,0.78175,0.80989
C041,TiO2,1.0,5.5,80,none,2,30,0.70095,0.73949
C041,TiO2,1.0,5.5,80,none,2,45,0.58876,0.60569
C041,TiO2,1.0,5.5,80,none,2,60,0.46025,0.46996
C041,TiO2,1.0,5.5,80,none,2,90,0.33415,0.3306
C041,TiO2,1.0,5.5,80,none,2,120,0.23807,0.24024
C041,TiO2,1.0,5.5,80,none,3,0,1.01585,1.06993
C041,TiO2,1.0,5.5,80,none,3,5,0.93735,0.98353
C041,TiO2,1.0,5.5,80,none,3,10,0.92658,0.97054
C041,TiO2,1.0,5.5,80,none,3,20,0.81478,0.85677
C041,TiO2,1.0,5.5,80,none,3,30,0.693,0.72797
C041,TiO2,1.0,5.5,80,none,3,45,0.57515,0.60914
C041,TiO2,1.0,5.5,80,none,3,60,0.48399,0.51938
C041,TiO2,1.0,5.5,80,none,3,90,0.34692,0.36207
C041,TiO2,1.0,5.5,80,none,3,120,0.23275,0.24916
C042,TiO2,1.0,5.5,105,none,1,0,1.01936,1.07083
C042,TiO2,1.0,5.5,105,none,1,5,0.97304,1.03911
C042,TiO2,1.0,5.5,105,none,1,10,0.88561,0.94267
C042,TiO2,1.0,5.5,105,none,1,20,0.80507,0.84842
C042,TiO2,1.0,5.5,105,none,1,30,0.7032,0.74174
C042,TiO2,1.0,5.5,105,none,1,45,0.55744,0.58775
C042,TiO2,1.0,5.5,105,none,1,60,0.45504,0.48452
C042,TiO2,1.0,5.5,105,none,1,90,0.29486,0.31507
C042,TiO2,1.0,5.5,105,none,1,120,0.1625,0.17679
C042,TiO2,1.0,5.5,105,none,2,0,1.03229,1.07777
C042,TiO2,1.0,5.5,105,none,2,5,0.9446,0.99354
C042,TiO2,1.0,5.5,105,none,2,10,0.89716,0.94801
C042,TiO2,1.0,5.5,105,none,2,20,0.7771,0.80417
C042,TiO2,1.0,5.5,105,none,2,30,0.66571,0.69563
C042,TiO2,1.0,5.5,105,none,2,45,0.53941,0.55867
C042,TiO2,1.0,5.5,105,none,2,60,0.39654,0.41391
C042,TiO2,1.0,5.5,105,none,2,90,0.30963,0.31972
C042,TiO2,1.0,5.5,105,none,2,120,0.20086,0.20342
C042,TiO2,1.0,5.5,105,none,3,0,0.98514,1.02038
C042,TiO2,1.0,5.5,105,none,3,5,0.92487,0.96961
C042,TiO2,1.0,5.5,105,none,3,10,0.8737,0.89886
C042,TiO2,1.0,5.5,105,none,3,20,0.77203,0.81277
C042,TiO2,1.0,5.5,105,none,3,30,0.64084,0.67747
C042,TiO2,1.0,5.5,105,none,3,45,0.50722,0.53023
C042,TiO2,1.0,5.5,105,none,3,60,0.45041,0.47626
C042,TiO2,1.0,5.5,105,none,3,90,0.2978,0.30581
C042,TiO2,1.0,5.5,105,none,3,120,0.25389,0.2686
C043,TiO2,1.0,7.0,55,none,1,0,1.01471,1.04588
C043,TiO2,1.0,7.0,55,none,1,5,0.92803,0.97096
C043,TiO2,1.0,7.0,55,none,1,10,0.87577,0.91041
C043,TiO2,1.0,7.0,55,none,1,20,0.78393,0.80828
C043,TiO2,1.0,7.0,55,none,1,30,0.70486,0.73706
C043,TiO2,1.0,7.0,55,none,1,45,0.57912,0.6066
C043,TiO2,1.0,7.0,55,none,1,60,0.52603,0.5512
C043,TiO2,1.0,7.0,55,none,1,90,0.34086,0.3527
C043,TiO2,1.0,7.0,55,none,1,120,0.2561,0.27405
C043,TiO2,1.0,7.0,55,none,2,0,1.02911,1.08031
C043,TiO2,1.0,7.0,55,none,2,5,0.97574,1.03919
C043,TiO2,1.0,7.0,55,none,2,10,0.92985,0.9786
C043,TiO2,1.0,7.0,55,none,2,20,0.82147,0.86145
C043,TiO2,1.0,7.0,55,none,2,30,0.7551,0.80462
C043,TiO2,1.0,7.0,55,none,2,45,0.60064,0.62974
C043,TiO2,1.0,7.0,55,none,2,60,0.4931,0.50887
C043,TiO2,1.0,7.0,55,none,2,90,0.33093,0.36495
C043,TiO2,1.0,7.0,55,none,2,120,0.24635,0.2504
C043,TiO2,1.0,7.0,55,none,3,0,1.0219,1.07611
C043,TiO2,1.0,7.0,55,none,3,5,0.97797,1.01863
C043,TiO2,1.0,7.0,55,none,3,10,0.89214,0.95267
C043,TiO2,1.0,7.0,55,none,3,20,0.81098,0.83962
C043,TiO2,1.0,7.0,55,none,3,30,0.73309,0.77184
C043,TiO2,1.0,7.0,55,none,3,45,0.6335,0.66106
C043,TiO2,1.0,7.0,55,none,3,60,0.5239,0.57118
C043,TiO2,1.0,7.0,55,none,3,90,0.34383,0.369
C043,TiO2,1.0,7.0,55,none,3,120,0.24269,0.2653
C044,TiO2,1.0,7.0,80,none,1,0,1.02067,1.07076
C044,TiO2,1.0,7.0,80,none,1,5,0.93425,0.98222
C044,TiO2,1.0,7.0,80,none,1,10,0.88264,0.93162
C044,TiO2,1.0,7.0,80,none,1,20,0.74671,0.78506
C044,TiO2,1.0,7.0,80,none,1,30,0.68374,0.71988
C044,TiO2,1.0,7.0,80,none,1,45,0.58404,0.61611
C044,TiO2,1.0,7.0,80,none,1,60,0.43121,0.45229
C044,TiO2,1.0,7.0,80,none,1,90,0.31193,0.32588
C044,TiO2,1.0,7.0,80,none,1,120,0.21127,0.22677
C044,TiO2,1.0,7.0,80,none,2,0,1.01004,1.06609
C044,TiO2,1.0,7.0,80,none,2,5,0.95461,1.00328
C044,TiO2,1.0,7.0,80,none,2,10,0.89743,0.95494
C044,TiO2,1.0,7.0,80,none,2,20,0.77151,0.81553
C044,TiO2,1.0,7.0,80,none,2,30,0.70022,0.73802
C044,TiO2,1.0,7.0,80,none,2,45,0.58856,0.62457
C044,TiO2,1.0,7.0,80,none,2,60,0.44293,0.46199
C044,TiO2,1.0,7.0,80,none,2,90,0.30887,0.31517
C044,TiO2,1.0,7.0,80,none,2,120,0.24336,0.25325
C044,TiO2,1.0,7.0,80,none,3,0,1.03438,1.08487
C044,TiO2,1.0,7.0,80,none,3,5,0.9355,0.97852
C044,TiO2,1.0,7.0,80,none,3,10,0.87358,0.91943
C044,TiO2,1.0,7.0,80,none,3,20,0.78153,0.82386
C044,TiO2,1.0,7.0,80,none,3,30,0.7088,0.74506
C044,TiO2,1.0,7.0,80,none,3,45,0.53717,0.56852
C044,TiO2,1.0,7.0,80,none,3,60,0.5036,0.5303
C044,TiO2,1.0,7.0,80,none,3,90,0.31118,0.32116
C044,TiO2,1.0,7.0,80,none,3,120,0.23856,0.24458
C045,TiO2,1.0,7.0,105,none,1,0,1.0052,1.0464
C045,TiO2,1.0,7.0,105,none,1,5,1.01265,1.06523
C045,TiO2,1.0,7.0,105,none,1,10,0.91897,0.96012
C045,TiO2,1.0,7.0,105,none,1,20,0.77243,0.81638
C045,TiO2,1.0,7.0,105,none,1,30,0.687,0.70873
C045,TiO2,1.0,7.0,105,none,1,45,0.56844,0.60508
C045,TiO2,1.0,7.0,105,none,1,60,0.46236,0.48016
C045,TiO2,1.0,7.0,105,none,1,90,0.3271,0.35059
C045,TiO2,1.0,7.0,105,none,1,120,0.20911,0.21972
C045,TiO2,1.0,7.0,105,none,2,0,1.01706,1.07197
C045,TiO2,1.0,7.0,105,none,2,5,0.95434,1.01013
C045,TiO2,1.0,7.0,105,none,2,10,0.90859,0.94922
C045,TiO2,1.0,7.0,105,none,2,20,0.78078,0.83367
C045,TiO2,1.0,7.0,105,none,2,30,0.68658,0.72546
C045,TiO2,1.0,7.0,105,none,2,45,0.54726,0.5741
C045,TiO2,1.0,7.0,105,none,2,60,0.42526,0.45754
C045,TiO2,1.0,7.0,105,none,2,90,0.31992,0.32811
C045,TiO2,1.0,7.0,105,none,2,120,0.20796,0.21674
C045,TiO2,1.0,7.0,105,none,3,0,1.015,1.08227
C045,TiO2,1.0,7.0,105,none,3,5,0.94113,0.98882
C045,TiO2,1.0,7.0,105,none,3,10,0.83747,0.88444
C045,TiO2,1.0,7.0,105,none,3,20,0.74434,0.77968
C045,TiO2,1.0,7.0,105,none,3,30,0.67272,0.71647
C045,TiO2,1.0,7.0,105,none,3,45,0.53946,0.58012
C045,TiO2,1.0,7.0,105,none,3,60,0.45481,0.4695
C045,TiO2,1.0,7.0,105,none,3,90,0.31665,0.33757
C045,TiO2,1.0,7.0,105,none,3,120,0.21578,0.2238
C046,TiO2,1.0,8.5,55,none,1,0,1.0084,1.06576
C046,TiO2,1.0,8.5,55,none,1,5,0.94086,0.99133
C046,TiO2,1.0,8.5,55,none,1,10,0.85336,0.88318
C046,TiO2,1.0,8.5,55,none,1,20,0.81489,0.83987
C046,TiO2,1.0,8.5,55,none,1,30,0.73756,0.77656
C046,TiO2,1.0,8.5,55,none,1,45,0.63666,0.6624
C046,TiO2,1.0,8.5,55,none,1,60,0.54525,0.55814
C046,TiO2,1.0,8.5,55,none,1,90,0.35928,0.36839
C046,TiO2,1.0,8.5,55,none,1,120,0.24841,0.26566
C046,TiO2,1.0,8.5,55,none,2,0,1.03369,1.08041
C046,TiO2,1.0,8.5,55,none,2,5,0.98967,1.04807
C046,TiO2,1.0,8.5,55,none,2,10,0.92276,0.98816
C046,TiO2,1.0,8.5,55,none,2,20,0.85314,0.8902
C046,TiO2,1.0,8.5,55,none,2,30,0.755,0.78476
C046,TiO2,1.0,8.5,55,none,2,45,0.63111,0.6608
C046,TiO2,1.0,8.5,55,none,2,60,0.59169,0.62162
C046,TiO2,1.0,8.5,55,none,2,90,0.34518,0.3566
C046,TiO2,1.0,8.5,55,none,2,120,0.3187,0.34259
C046,TiO2,1.0,8.5,55,none,3,0,1.04129,1.08899
C046,TiO2,1.0,8.5,55,none,3,5,0.97821,1.03668
C046,TiO2,1.0,8.5,55,none,3,10,0.92706,0.98716
C046,TiO2,1.0,8.5,55,none,3,20,0.81477,0.8663
C046,TiO2,1.0,8.5,55,none,3,30,0.70447,0.73803
C046,TiO2,1.0,8.5,55,none,3,45,0.61715,0.64193
C046,TiO2,1.0,8.5,55,none,3,60,0.5249,0.5557
C046,TiO2,1.0,8.5,55,none,3,90,0.39754,0.40658
C046,TiO2,1.0,8.5,55,none,3,120,0.28053,0.28928
C047,TiO2,1.0,8.5,80,none,1,0,1.01679,1.08077
C047,TiO2,1.0,8.5,80,none,1,5,0.95892,1.01032
C047,TiO2,1.0,8.5,80,none,1,10,0.93244,0.98292
C047,TiO2,1.0,8.5,80,none,1,20,0.78966,0.83211
C047,TiO2,1.0,8.5,80,none,1,30,0.73659,0.76903
C047,TiO2,1.0,8.5,80,none,1,45,0.60611,0.63444
C047,TiO2,1.0,8.5,80,none,1,60,0.50288,0.51585
C047,TiO2,1.0,8.5,80,none,1,90,0.41376,0.43597
C047,TiO2,1.0,8.5,80,none,1,120,0.2669,0.28081
C047,TiO2,1.0,8.5,80,none,2,0,1.0243,1.07557
C047,TiO2,1.0,8.5,80,none,2,5,0.94128,0.97618
C047,TiO2,1.0,8.5,80,none,2,10,0.92643,0.97586
C047,TiO2,1.0,8.5,80,none,2,20,0.81427,0.84846
C047,TiO2,1.0,8.5,80,none,2,30,0.76177,0.81044
C047,TiO2,1.0,8.5,80,none,2,45,0.61638,0.63034
C047,TiO2,1.0,8.5,80,none,2,60,0.51472,0.53237
C047,TiO2,1.0,8.5,80,none,2,90,0.355,0.37786
C047,TiO2,1.0,8.5,80,none,2,120,0.25662,0.2667
C047,TiO2,1.0,8.5,80,none,3,0,1.02143,1.0591
C047,TiO2,1.0,8.5,80,none,3,5,0.9383,0.98183
C047,TiO2,1.0,8.5,80,none,3,10,0.8913,0.94324
C047,TiO2,1.0,8.5,80,none,3,20,0.80739,0.85746
C047,TiO2,1.0,8.5,80,none,3,30,0.71655,0.76234
C047,TiO2,1.0,8.5,80,none,3,45,0.58844,0.63542
C047,TiO2,1.0,8.5,80,none,3,60,0.51449,0.52654
C047,TiO2,1.0,8.5,80,none,3,90,0.35253,0.36537
C047,TiO2,1.0,8.5,80,none,3,120,0.22074,0.23711
C048,TiO2,1.0,8.5,105,none,1,0,1.04972,1.09323
C048,TiO2,1.0,8.5,105,none,1,5,0.94261,0.98065
C048,TiO2,1.0,8.5,105,none,1,10,0.92259,0.97703
C048,TiO2,1.0,8.5,105,none,1,20,0.80027,0.83789
C048,TiO2,1.0,8.5,105,none,1,30,0.72713,0.76053
C048,TiO2,1.0,8.5,105,none,1,45,0.61175,0.65837
C048,TiO2,1.0,8.5,105,none,1,60,0.48482,0.51254
C048,TiO2,1.0,8.5,105,none,1,90,0.33226,0.3387
C048,TiO2,1.0,8.5,105,none,1,120,0.2146,0.23793
C048,TiO2,1.0,8.5,105,none,2,0,1.01077,1.07578
C048,TiO2,1.0,8.5,105,none,2,5,0.9836,1.02123
C048,TiO2,1.0,8.5,105,none,2,10,0.90176,0.94622
C048,TiO2,1.0,8.5,105,none,2,20,0.76727,0.80336
C048,TiO2,1.0,8.5,105,none,2,30,0.72017,0.74801
C048,TiO2,1.0,8.5,105,none,2,45,0.54202,0.5692
C048,TiO2,1.0,8.5,105,none,2,60,0.45076,0.45785
C048,TiO2,1.0,8.5,105,none,2,90,0.31395,0.33628
C048,TiO2,1.0,8.5,105,none,2,120,0.2384,0.24251
C048,TiO2,1.0,8.5,105,none,3,0,0.99642,1.04574
C048,TiO2,1.0,8.5,105,none,3,5,0.98034,1.02353
C048,TiO2,1.0,8.5,105,none,3,10,0.90771,0.94618
C048,TiO2,1.0,8.5,105,none,3,20,0.78379,0.83026
C048,TiO2,1.0,8.5,105,none,3,30,0.68509,0.72744
C048,TiO2,1.0,8.5,105,none,3,45,0.58744,0.62282
C048,TiO2,1.0,8.5,105,none,3,60,0.48419,0.51157
C048,TiO2,1.0,8.5,105,none,3,90,0.31724,0.32835
C048,TiO2,1.0,8.5,105,none,3,120,0.24137,0.25547
C049,TiO2,1.25,4.0,55,none,1,0,1.04066,1.1073
C049,TiO2,1.25,4.0,55,none,1,5,0.98925,1.04979
C049,TiO2,1.25,4.0,55,none,1,10,0.95784,0.99997
C049,TiO2,1.25,4.0,55,none,1,20,0.86134,0.90252
C049,TiO2,1.25,4.0,55,none,1,30,0.81691,0.8541
C049,TiO2,1.25,4.0,55,none,1,45,0.705,0.7539
C049,TiO2,1.25,4.0,55,none,1,60,0.62122,0.64865
C049,TiO2,1.25,4.0,55,none,1,90,0.49593,0.5265
C049,TiO2,1.25,4.0,55,none,1,120,0.36128,0.38641
C049,TiO2,1.25,4.0,55,none,2,0,1.04506,1.09647
C049,TiO2,1.25,4.0,55,none,2,5,1.01473,1.07449
C049,TiO2,1.25,4.0,55,none,2,10,0.93548,0.99085
C049,TiO2,1.25,4.0,55,none,2,20,0.86774,0.91745
C049,TiO2,1.25,4.0,55,none,2,30,0.78874,0.82403
C049,TiO2,1.25,4.0,55,none,2,45,0.70785,0.74144
C049,TiO2,1.25,4.0,55,none,2,60,0.62297,0.66275
C049,TiO2,1.25,4.0,55,none,2,90,0.47493,0.50383
C049,TiO2,1.25,4.0,55,none,2,120,0.39806,0.40678
C049,TiO2,1.25,4.0,55,none,3,0,1.0294,1.0818
C049,TiO2,1.25,4.0,55,none,3,5,0.9882,1.0293
C049,TiO2,1.25,4.0,55,none,3,10,0.96882,1.02263
C049,TiO2,1.25,4.0,55,none,3,20,0.85612,0.90429
C049,TiO2,1.25,4.0,55,none,3,30,0.80655,0.83147
C049,TiO2,1.25,4.0,55,none,3,45,0.72751,0.76539
C049,TiO2,1.25,4.0,55,none,3,60,0.63249,0.6572
C049,TiO2,1.25,4.0,55,none,3,90,0.47379,0.49841
C049,TiO2,1.25,4.0,55,none,3,120,0.37989,0.37691
C050,TiO2,1.25,4.0,80,none,1,0,1.02306,1.08691
C050,TiO2,1.25,4.0,80,none,1,5,0.96911,1.01238
C050,TiO2,1.25,4.0,80,none,1,10,0.89308,0.93296
C050,TiO2,1.25,4.0,80,none,1,20,0.81677,0.85057
C050,TiO2,1.25,4.0,80,none,1,30,0.7829,0.8195
C050,TiO2,1.25,4.0,80,none,1,45,0.65263,0.67857
C050,TiO2,1.25,4.0,80,none,1,60,0.61034,0.64449
C050,TiO2,1.25,4.0,80,none,1,90,0.4301,0.44852
C050,TiO2,1.25,4.0,80,none,1,120,0.33519,0.35058
C050,TiO2,1.25,4.0,80,none,2,0,1.00788,1.05459
C050,TiO2,1.25,4.0,80,none,2,5,1.0053,1.05709
C050,TiO2,1.25,4.0,80,none,2,10,0.94099,0.99749
C050,TiO2,1.25,4.0,80,none,2,20,0.85458,0.89535
C050,TiO2,1.25,4.0,80,none,2,30,0.77813,0.80426
C050,TiO2,1.25,4.0,80,none,2,45,0.68762,0.73559
C050,TiO2,1.25,4.0,80,none,2,60,0.6083,0.64914
C050,TiO2,1.25,4.0,80,none,2,90,0.49484,0.50782
C050,TiO2,1.25,4.0,80,none,2,120,0.4041,0.43062
C050,TiO2,1.25,4.0,80,none,3,0,1.01836,1.0681
C050,TiO2,1.25,4.0,80,none,3,5,0.97167,1.01701
C050,TiO2,1.25,4.0,80,none,3,10,0.95481,1.00318
C050,TiO2,1.25,4.0,80,none,3,20,0.89378,0.93507
C050,TiO2,1.25,4.0,80,none,3,30,0.78056,0.81845
C050,TiO2,1.25,4.0,80,none,3,45,0.72017,0.75266
C050,TiO2,1.25,4.0,80,none,3,60,0.61858,0.64938
C050,TiO2,1.25,4.0,80,none,3,90,0.41034,0.42352
C050,TiO2,1.25,4.0,80,none,3,120,0.36071,0.37137
C051,TiO2,1.25,4.0,105,none,1,0,1.02463,1.08308
C051,TiO2,1.25,4.0,105,none,1,5,0.97115,1.00966
C051,TiO2,1.25,4.0,105,none,1,10,0.93024,0.98078
C051,TiO2,1.25,4.0,105,none,1,20,0.84043,0.87233
C051,TiO2,1.25,4.0,105,none,1,30,0.77168,0.79825
C051,TiO2,1.25,4.0,105,none,1,45,0.66604,0.69421
C051,TiO2,1.25,4.0,105,none,1,60,0.57585,0.60613
C051,TiO2,1.25,4.0,105,none,1,90,0.40086,0.42501
C051,TiO2,1.25,4.0,105,none,1,120,0.33439,0.35066
C051,TiO2,1.25,4.0,105,none,2,0,0.97247,1.02835
C051,TiO2,1.25,4.0,105,none,2,5,0.97191,1.01563
C051,TiO2,1.25,4.0,105,none,2,10,0.93558,0.97619
